pre_state,action,reward,state
2.19522 0.703 -2.91066 0.385326,1.21329 0.440763 1.4443 1.19708,-99.2713,2.19481 0.702966 -3.01445 0.384389
2.19481 0.702966 -3.01445 0.384389,1.18581 0.428537 1.43808 1.23194,-99.2625,2.19439 0.702944 -3.11935 0.383491
2.19439 0.702944 -3.11935 0.383491,1.18552 0.43663 1.44268 1.21015,-99.2581,2.19397 0.702932 3.05831 0.382633
2.19397 0.702932 3.05831 0.382633,1.19421 0.446655 1.44455 1.20862,-99.2583,2.19355 0.702933 2.95247 0.381912
2.19355 0.702933 2.95247 0.381912,1.21976 0.455125 1.42276 1.19017,-99.263,2.19312 0.702945 2.84716 0.381228
2.19312 0.702945 2.84716 0.381228,1.26007 0.443293 1.39549 1.14343,-99.272,2.19271 0.702968 2.74335 0.380442
2.19271 0.702968 2.74335 0.380442,1.25101 0.459886 1.416 1.15264,-99.2853,2.19231 0.703002 2.64053 0.379849
2.19231 0.703002 2.64053 0.379849,1.27023 0.465091 1.41301 1.13689,-99.3026,2.19192 0.703047 2.53896 0.379323
2.19192 0.703047 2.53896 0.379323,1.27675 0.441177 1.39371 1.15759,-99.3236,2.19156 0.703101 2.43819 0.378785
2.19156 0.703101 2.43819 0.378785,1.29756 0.448278 1.40137 1.18236,-99.3482,2.19122 0.703164 2.33804 0.378499
2.19122 0.703164 2.33804 0.378499,1.26212 0.456439 1.41165 1.19797,-99.3761,2.1909 0.703236 2.23783 0.378232
2.1909 0.703236 2.23783 0.378232,1.28297 0.4526 1.41453 1.22026,-99.4071,2.19062 0.703316 2.13747 0.378132
2.19062 0.703316 2.13747 0.378132,1.26395 0.410229 1.39794 1.21663,-99.4407,2.19037 0.703402 2.03658 0.377758
2.19037 0.703402 2.03658 0.377758,1.239 0.415028 1.37217 1.23332,-99.4766,2.19015 0.703494 1.93512 0.377312
2.19015 0.703494 1.93512 0.377312,1.22628 0.436485 1.3711 1.2403,-99.5145,2.18997 0.703592 1.83323 0.376953
2.18997 0.703592 1.83323 0.376953,1.21617 0.462543 1.34535 1.2046,-99.5539,2.18984 0.703693 1.73182 0.376465
2.18984 0.703693 1.73182 0.376465,1.21279 0.438734 1.34885 1.21607,-99.5944,2.18974 0.703797 1.63034 0.375974
2.18974 0.703797 1.63034 0.375974,1.1923 0.437706 1.3301 1.21217,-99.6356,2.18968 0.703902 1.52883 0.375369
2.18968 0.703902 1.52883 0.375369,1.19056 0.418698 1.33575 1.2195,-99.6771,2.18967 0.704008 1.42692 0.374786
2.18967 0.704008 1.42692 0.374786,1.15514 0.386056 1.33051 1.23542,-99.7185,2.1897 0.704114 1.32388 0.37405
2.1897 0.704114 1.32388 0.37405,1.14758 0.373014 1.31161 1.21937,-99.7592,2.18978 0.704218 1.22006 0.373181
2.18978 0.704218 1.22006 0.373181,1.13002 0.376053 1.31606 1.2189,-99.7988,2.18989 0.70432 1.11542 0.372344
2.18989 0.70432 1.11542 0.372344,1.145 0.365234 1.32007 1.21593,-99.8369,2.19005 0.704417 1.01015 0.371592
2.19005 0.704417 1.01015 0.371592,1.14087 0.368692 1.32538 1.17523,-99.8731,2.19024 0.704509 0.904738 0.370774
2.19024 0.704509 0.904738 0.370774,1.09849 0.368253 1.33025 1.20828,-99.907,2.19047 0.704596 0.798365 0.370004
2.19047 0.704596 0.798365 0.370004,1.11578 0.387897 1.31946 1.21611,-99.9382,2.19074 0.704675 0.691638 0.369413
2.19074 0.704675 0.691638 0.369413,1.15382 0.381317 1.27137 1.20855,-99.9664,2.19103 0.704747 0.585548 0.368784
2.19103 0.704747 0.585548 0.368784,1.15303 0.391697 1.3026 1.22036,-99.9912,2.19136 0.70481 0.479614 0.368388
2.19136 0.70481 0.479614 0.368388,1.13778 0.411974 1.27909 1.20201,-100.013,2.1917 0.704865 0.3743 0.367895
2.1917 0.704865 0.3743 0.367895,1.16583 0.427864 1.2641 1.18299,-100.03,2.19207 0.70491 0.270307 0.367475
2.19207 0.70491 0.270307 0.367475,1.15379 0.404658 1.29978 1.17066,-100.044,2.19245 0.704945 0.166759 0.367046
2.19245 0.704945 0.166759 0.367046,1.17903 0.436009 1.29085 1.12472,-100.054,2.19285 0.704969 0.0647455 0.366658
2.19285 0.704969 0.0647455 0.366658,1.16337 0.439542 1.24114 1.11638,-100.059,2.19325 0.704984 -0.0355427 0.366056
2.19325 0.704984 -0.0355427 0.366056,1.15092 0.424696 1.21407 1.11731,-100.061,2.19365 0.704989 -0.134442 0.365316
2.19365 0.704989 -0.134442 0.365316,1.14579 0.453368 1.215 1.08071,-100.059,2.19405 0.704983 -0.231587 0.364592
2.19405 0.704983 -0.231587 0.364592,1.11705 0.497141 1.2277 1.06077,-100.053,2.19445 0.704968 -0.327061 0.363951
2.19445 0.704968 -0.327061 0.363951,1.12079 0.472716 1.19715 1.04064,-100.044,2.19484 0.704944 -0.420848 0.363112
2.19484 0.704944 -0.420848 0.363112,1.15911 0.433296 1.18733 1.06582,-100.031,2.19522 0.704911 -0.513419 0.362388
2.19522 0.704911 -0.513419 0.362388,1.14041 0.429942 1.16452 1.10119,-100.014,2.19559 0.704869 -0.605349 0.361687
2.19559 0.704869 -0.605349 0.361687,1.13458 0.417913 1.15899 1.10766,-99.9945,2.19593 0.704819 -0.696947 0.360981
2.19593 0.704819 -0.696947 0.360981,1.15819 0.401099 1.17888 1.11485,-99.9717,2.19626 0.704761 -0.788482 0.360448
2.19626 0.704761 -0.788482 0.360448,1.18158 0.400269 1.19887 1.10105,-99.9462,2.19657 0.704696 -0.879794 0.360055
2.19657 0.704696 -0.879794 0.360055,1.16968 0.424991 1.19347 1.12536,-99.9179,2.19685 0.704624 -0.970984 0.359802
2.19685 0.704624 -0.970984 0.359802,1.17564 0.456089 1.20509 1.11099,-99.8873,2.1971 0.704546 -1.06165 0.359687
2.1971 0.704546 -1.06165 0.359687,1.18739 0.437394 1.20166 1.09008,-99.8546,2.19733 0.704462 -1.15171 0.359473
2.19733 0.704462 -1.15171 0.359473,1.17607 0.425798 1.19338 1.11713,-99.82,2.19753 0.704374 -1.24169 0.359261
2.19753 0.704374 -1.24169 0.359261,1.14239 0.404427 1.19188 1.08652,-99.7838,2.19769 0.704281 -1.33185 0.358763
2.19769 0.704281 -1.33185 0.358763,1.16864 0.394697 1.21319 1.08655,-99.7463,2.19782 0.704185 -1.42221 0.358434
2.19782 0.704185 -1.42221 0.358434,1.165 0.347721 1.21571 1.07486,-99.7078,2.19791 0.704087 -1.51318 0.357924
2.19791 0.704087 -1.51318 0.357924,1.21398 0.398393 1.24389 1.04759,-99.6686,2.19797 0.703987 -1.60361 0.3578
2.19797 0.703987 -1.60361 0.3578,1.20611 0.394215 1.2526 1.03867,-99.629,2.198 0.703885 -1.69372 0.357644
2.198 0.703885 -1.69372 0.357644,1.23649 0.39637 1.2868 1.05173,-99.5894,2.19798 0.703784 -1.78371 0.357777
2.19798 0.703784 -1.78371 0.357777,1.18701 0.399763 1.28992 1.05976,-99.55,2.19793 0.703683 -1.87421 0.357778
2.19793 0.703683 -1.87421 0.357778,1.15297 0.402104 1.27444 1.07644,-99.5112,2.19785 0.703583 -1.96549 0.357673
2.19785 0.703583 -1.96549 0.357673,1.1673 0.374284 1.26218 1.10499,-99.4734,2.19773 0.703486 -2.05772 0.357586
2.19773 0.703486 -2.05772 0.357586,1.19332 0.397349 1.27238 1.0831,-99.4369,2.19757 0.703392 -2.15009 0.357635
2.19757 0.703392 -2.15009 0.357635,1.15212 0.406675 1.28779 1.09677,-99.4019,2.19738 0.703303 -2.24324 0.357671
2.19738 0.703303 -2.24324 0.357671,1.14796 0.392081 1.30525 1.06525,-99.3689,2.19716 0.703218 -2.33707 0.35759
2.19716 0.703218 -2.33707 0.35759,1.17452 0.390366 1.33711 1.05786,-99.3382,2.1969 0.703138 -2.43146 0.357687
2.1969 0.703138 -2.43146 0.357687,1.17542 0.375984 1.3385 1.04256,-99.31,2.19662 0.703066 -2.52631 0.357681
2.19662 0.703066 -2.52631 0.357681,1.18357 0.33616 1.35964 1.02777,-99.2846,2.19631 0.703001 -2.62194 0.357588
2.19631 0.703001 -2.62194 0.357588,1.19984 0.288622 1.35757 1.01788,-99.2624,2.19598 0.702943 -2.71842 0.357352
2.19598 0.702943 -2.71842 0.357352,1.20662 0.288866 1.35055 0.989559,-99.2436,2.19563 0.702895 -2.81514 0.357036
2.19563 0.702895 -2.81514 0.357036,1.21734 0.319141 1.34946 0.99951,-99.2284,2.19526 0.702856 -2.91172 0.356916
2.19526 0.702856 -2.91172 0.356916,1.233 0.295241 1.36193 1.01629,-99.2169,2.19487 0.702826 -3.00859 0.356879
2.19487 0.702826 -3.00859 0.356879,1.25844 0.322323 1.32316 1.04673,-99.2092,2.19447 0.702806 -3.10505 0.356998
2.19447 0.702806 -3.10505 0.356998,1.25444 0.318279 1.32052 1.02823,-99.2054,2.19407 0.702796 3.08216 0.357006
2.19407 0.702796 3.08216 0.357006,1.2202 0.318701 1.2882 1.04761,-99.2054,2.19367 0.702797 2.98634 0.356852
2.19367 0.702797 2.98634 0.356852,1.2252 0.329303 1.31341 1.03283,-99.2094,2.19327 0.702807 2.89072 0.3568
2.19327 0.702807 2.89072 0.3568,1.2218 0.319644 1.33788 1.02801,-99.2172,2.19287 0.702827 2.79491 0.356774
2.19287 0.702827 2.79491 0.356774,1.18193 0.380512 1.36197 1.01873,-99.2289,2.19248 0.702857 2.69901 0.356875
2.19248 0.702857 2.69901 0.356875,1.18507 0.350597 1.33263 1.04349,-99.2442,2.19211 0.702896 2.60281 0.356859
2.19211 0.702896 2.60281 0.356859,1.18477 0.32176 1.32683 1.02996,-99.263,2.19175 0.702945 2.50625 0.356677
2.19175 0.702945 2.50625 0.356677,1.19312 0.344896 1.33309 1.04282,-99.2853,2.19142 0.703002 2.40953 0.356684
2.19142 0.703002 2.40953 0.356684,1.20355 0.364622 1.30037 1.03916,-99.3107,2.1911 0.703068 2.31339 0.356668
2.1911 0.703068 2.31339 0.356668,1.1842 0.383103 1.29304 1.02584,-99.3389,2.19082 0.70314 2.21791 0.35658
2.19082 0.70314 2.21791 0.35658,1.22156 0.399062 1.29531 1.04861,-99.3697,2.19056 0.70322 2.12329 0.356769
2.19056 0.70322 2.12329 0.356769,1.21367 0.353858 1.28961 1.04172,-99.4029,2.19033 0.703305 2.02895 0.356717
2.19033 0.703305 2.02895 0.356717,1.22955 0.387024 1.29421 1.04263,-99.438,2.19013 0.703395 1.93529 0.356858
2.19013 0.703395 1.93529 0.356858,1.22012 0.36538 1.28071 1.03074,-99.4748,2.18997 0.70349 1.84214 0.356792
2.18997 0.70349 1.84214 0.356792,1.21565 0.365755 1.25692 1.00769,-99.513,2.18985 0.703588 1.74986 0.356554
2.18985 0.703588 1.74986 0.356554,1.21075 0.357624 1.27714 1.02097,-99.5521,2.18975 0.703688 1.65781 0.356406
2.18975 0.703688 1.65781 0.356406,1.22717 0.351334 1.24883 1.03106,-99.5919,2.1897 0.70379 1.56624 0.356241
2.1897 0.70379 1.56624 0.356241,1.2288 0.360428 1.26392 1.05022,-99.632,2.18968 0.703893 1.47483 0.356244
2.18968 0.703893 1.47483 0.356244,1.23005 0.346993 1.25362 1.03967,-99.6722,2.1897 0.703996 1.38365 0.356133
2.1897 0.703996 1.38365 0.356133,1.21578 0.321057 1.27055 1.04733,-99.7119,2.18976 0.704098 1.29196 0.355975
2.18976 0.704098 1.29196 0.355975,1.18424 0.307619 1.25685 1.06554,-99.751,2.18985 0.704197 1.19934 0.35569
2.18985 0.704197 1.19934 0.35569,1.16917 0.362165 1.26729 1.09447,-99.789,2.18998 0.704294 1.10594 0.355699
2.18998 0.704294 1.10594 0.355699,1.14811 0.345531 1.25578 1.09429,-99.8256,2.19015 0.704388 1.01163 0.355537
2.19015 0.704388 1.01163 0.355537,1.12053 0.373757 1.25767 1.09076,-99.8604,2.19034 0.704477 0.916589 0.355383
2.19034 0.704477 0.916589 0.355383,1.13092 0.384296 1.21072 1.08053,-99.8933,2.19057 0.704561 0.821768 0.355116
2.19057 0.704561 0.821768 0.355116,1.16696 0.346881 1.1961 1.0982,-99.9238,2.19083 0.704639 0.727082 0.354874
2.19083 0.704639 0.727082 0.354874,1.16668 0.320601 1.19127 1.0828,-99.9517,2.19112 0.70471 0.632442 0.354489
2.19112 0.70471 0.632442 0.354489,1.20668 0.342618 1.16102 1.04171,-99.9769,2.19143 0.704774 0.539245 0.3541
2.19143 0.704774 0.539245 0.3541,1.23321 0.337085 1.16564 1.03895,-99.9991,2.19176 0.70483 0.447441 0.35382
2.19176 0.70483 0.447441 0.35382,1.25061 0.328003 1.1717 1.04322,-100.018,2.19211 0.704879 0.356768 0.353626
2.19211 0.704879 0.356768 0.353626,1.26514 0.340208 1.18608 1.04763,-100.034,2.19247 0.704919 0.267119 0.353604
2.19247 0.704919 0.267119 0.353604,1.28756 0.357311 1.17901 1.06575,-100.047,2.19285 0.704951 0.178621 0.353759
2.19285 0.704951 0.178621 0.353759,1.27117 0.356257 1.1715 1.06595,-100.056,2.19324 0.704975 0.0909783 0.353817
2.19324 0.704975 0.0909783 0.353817,1.28328 0.369817 1.14487 1.04823,-100.062,2.19363 0.70499 0.00478761 0.353806
2.19363 0.70499 0.00478761 0.353806,1.29762 0.371454 1.10771 1.08665,-100.064,2.19403 0.704997 -0.0800304 0.353855
2.19403 0.704997 -0.0800304 0.353855,1.30823 0.379483 1.07687 1.09324,-100.064,2.19443 0.704995 -0.163242 0.353881
2.19443 0.704995 -0.163242 0.353881,1.28061 0.38289 1.08796 1.10461,-100.06,2.19482 0.704985 -0.24559 0.353899
2.19482 0.704985 -0.24559 0.353899,1.25854 0.353049 1.09181 1.08759,-100.053,2.19521 0.704967 -0.327616 0.35369
2.19521 0.704967 -0.327616 0.35369,1.2715 0.356051 1.10076 1.09307,-100.043,2.1956 0.704942 -0.409354 0.353602
2.1956 0.704942 -0.409354 0.353602,1.26595 0.345486 1.12762 1.09972,-100.03,2.19597 0.704908 -0.49137 0.353581
2.19597 0.704908 -0.49137 0.353581,1.24804 0.329778 1.11647 1.10796,-100.013,2.19633 0.704867 -0.573945 0.353435
2.19633 0.704867 -0.573945 0.353435,1.24256 0.349809 1.11348 1.10755,-99.9941,2.19668 0.704818 -0.656805 0.353339
2.19668 0.704818 -0.656805 0.353339,1.21367 0.367537 1.11431 1.10223,-99.9722,2.19701 0.704762 -0.739977 0.353196
2.19701 0.704762 -0.739977 0.353196,1.217 0.348592 1.1186 1.10216,-99.9477,2.19732 0.7047 -0.823621 0.353023
2.19732 0.7047 -0.823621 0.353023,1.20297 0.338185 1.15005 1.11786,-99.9207,2.19761 0.704631 -0.908419 0.352943
2.19761 0.704631 -0.908419 0.352943,1.22342 0.332584 1.16293 1.10369,-99.8913,2.19788 0.704556 -0.994019 0.352916
2.19788 0.704556 -0.994019 0.352916,1.23684 0.352264 1.17745 1.11905,-99.8597,2.19812 0.704475 -1.08026 0.353109
2.19812 0.704475 -1.08026 0.353109,1.23136 0.367073 1.17172 1.09711,-99.8262,2.19833 0.70439 -1.16665 0.353224
2.19833 0.70439 -1.16665 0.353224,1.22622 0.355093 1.18106 1.08413,-99.7911,2.19851 0.7043 -1.25331 0.353258
2.19851 0.7043 -1.25331 0.353258,1.21522 0.348557 1.1609 1.08936,-99.7545,2.19866 0.704206 -1.34022 0.353178
2.19866 0.704206 -1.34022 0.353178,1.23455 0.356762 1.16319 1.12384,-99.7167,2.19878 0.70411 -1.42744 0.353326
2.19878 0.70411 -1.42744 0.353326,1.23053 0.389791 1.134 1.13369,-99.678,2.19886 0.704011 -1.51441 0.353496
2.19886 0.704011 -1.51441 0.353496,1.23203 0.365384 1.13201 1.13153,-99.6388,2.19892 0.70391 -1.60136 0.35356
2.19892 0.70391 -1.60136 0.35356,1.20852 0.38442 1.11465 1.17453,-99.5993,2.19894 0.703809 -1.68862 0.353693
2.19894 0.703809 -1.68862 0.353693,1.23289 0.387 1.12484 1.17234,-99.5598,2.19892 0.703708 -1.77594 0.353937
2.19892 0.703708 -1.77594 0.353937,1.2453 0.381046 1.11718 1.17514,-99.5206,2.19887 0.703607 -1.86319 0.354167
2.19887 0.703607 -1.86319 0.354167,1.28096 0.380745 1.1025 1.18457,-99.4819,2.19879 0.703508 -1.94994 0.354485
2.19879 0.703508 -1.94994 0.354485,1.3158 0.374148 1.10209 1.1859,-99.4441,2.19867 0.703411 -2.03601 0.35488
2.19867 0.703411 -2.03601 0.35488,1.30864 0.345909 1.06776 1.17541,-99.4073,2.19852 0.703316 -2.12138 0.354967
2.19852 0.703316 -2.12138 0.354967,1.33635 0.374712 1.04966 1.14977,-99.3719,2.19835 0.703225 -2.20513 0.355092
2.19835 0.703225 -2.20513 0.355092,1.35466 0.386948 1.0793 1.18398,-99.3381,2.19814 0.703138 -2.28785 0.355534
2.19814 0.703138 -2.28785 0.355534,1.40449 0.401509 1.08917 1.19452,-99.3059,2.19791 0.703056 -2.36924 0.356237
2.19791 0.703056 -2.36924 0.356237,1.39409 0.39448 1.07621 1.22645,-99.2757,2.19765 0.702978 -2.44989 0.356892
2.19765 0.702978 -2.44989 0.356892,1.40751 0.406504 1.11046 1.2346,-99.2476,2.19736 0.702905 -2.53009 0.357733
2.19736 0.702905 -2.53009 0.357733,1.43869 0.376027 1.13606 1.22606,-99.2217,2.19706 0.702838 -2.61007 0.358571
2.19706 0.702838 -2.61007 0.358571,1.45023 0.369657 1.1463 1.22168,-99.1983,2.19673 0.702778 -2.68988 0.359383
2.19673 0.702778 -2.68988 0.359383,1.46713 0.352768 1.13676 1.19514,-99.1775,2.19639 0.702724 -2.76917 0.360008
2.19639 0.702724 -2.76917 0.360008,1.47814 0.360273 1.15356 1.20091,-99.1594,2.19603 0.702678 -2.84805 0.360727
2.19603 0.702678 -2.84805 0.360727,1.4597 0.378133 1.17688 1.19858,-99.1442,2.19565 0.702638 -2.9268 0.361462
2.19565 0.702638 -2.9268 0.361462,1.45513 0.400784 1.17162 1.20818,-99.1319,2.19527 0.702607 -3.00532 0.362218
2.19527 0.702607 -3.00532 0.362218,1.42919 0.408713 1.17003 1.22453,-99.1227,2.19487 0.702583 -3.08396 0.362905
2.19487 0.702583 -3.08396 0.362905,1.42824 0.438195 1.19242 1.21419,-99.1165,2.19447 0.702567 3.12064 0.363679
2.19447 0.702567 3.12064 0.363679,1.39721 0.446747 1.17192 1.22998,-99.1135,2.19406 0.702559 3.04191 0.364299
2.19406 0.702559 3.04191 0.364299,1.41365 0.455765 1.18889 1.25601,-99.1137,2.19365 0.70256 2.96289 0.365108
2.19365 0.70256 2.96289 0.365108,1.45246 0.480749 1.20134 1.25394,-99.117,2.19324 0.702568 2.88417 0.366112
2.19324 0.702568 2.88417 0.366112,1.45545 0.479835 1.21912 1.2504,-99.1234,2.19284 0.702585 2.80558 0.367093
2.19284 0.702585 2.80558 0.367093,1.43515 0.465832 1.22323 1.25531,-99.133,2.19244 0.70261 2.72665 0.367911
2.19244 0.70261 2.72665 0.367911,1.43463 0.463484 1.267 1.25825,-99.1457,2.19205 0.702642 2.6469 0.368816
2.19205 0.702642 2.6469 0.368816,1.4248 0.456749 1.27719 1.23344,-99.1616,2.19167 0.702683 2.56643 0.369542
2.19167 0.702683 2.56643 0.369542,1.40306 0.464397 1.28476 1.24498,-99.1805,2.1913 0.702732 2.48501 0.370228
2.1913 0.702732 2.48501 0.370228,1.42664 0.479606 1.28937 1.26627,-99.2023,2.19095 0.702788 2.40291 0.371085
2.19095 0.702788 2.40291 0.371085,1.41811 0.462814 1.27171 1.26146,-99.2269,2.19062 0.702852 2.3202 0.371708
2.19062 0.702852 2.3202 0.371708,1.39483 0.437321 1.26881 1.25797,-99.2543,2.19031 0.702922 2.23653 0.37209
2.19031 0.702922 2.23653 0.37209,1.43248 0.456959 1.28978 1.27528,-99.2842,2.19002 0.702999 2.15225 0.372774
2.19002 0.702999 2.15225 0.372774,1.43052 0.495747 1.29252 1.25696,-99.3164,2.18976 0.703082 2.06801 0.373477
2.18976 0.703082 2.06801 0.373477,1.41552 0.507155 1.30943 1.23771,-99.3507,2.18953 0.703171 1.98378 0.374103
2.18953 0.703171 1.98378 0.374103,1.40548 0.493438 1.30337 1.22219,-99.3869,2.18933 0.703264 1.89955 0.374522
2.18933 0.703264 1.89955 0.374522,1.3967 0.513231 1.30251 1.24094,-99.4247,2.18916 0.703361 1.81524 0.375008
2.18916 0.703361 1.81524 0.375008,1.38869 0.517458 1.33457 1.25687,-99.4638,2.18902 0.703461 1.73032 0.375609
2.18902 0.703461 1.73032 0.375609,1.38284 0.512732 1.3231 1.24221,-99.504,2.18891 0.703565 1.64504 0.376034
2.18891 0.703565 1.64504 0.376034,1.38665 0.496559 1.337 1.2464,-99.545,2.18884 0.70367 1.55915 0.376445
2.18884 0.70367 1.55915 0.376445,1.39731 0.535537 1.3313 1.26503,-99.5864,2.18881 0.703776 1.47313 0.37704
2.18881 0.703776 1.47313 0.37704,1.41025 0.560178 1.31733 1.25097,-99.6281,2.18881 0.703883 1.38768 0.37762
2.18881 0.703883 1.38768 0.37762,1.42278 0.555216 1.2861 1.24287,-99.6697,2.18884 0.703989 1.30322 0.378043
2.18884 0.703989 1.30322 0.378043,1.43347 0.550799 1.28384 1.22538,-99.7108,2.18891 0.704095 1.21986 0.378386
2.18891 0.704095 1.21986 0.378386,1.43223 0.579429 1.29599 1.19044,-99.7513,2.18902 0.704198 1.13796 0.378717
2.18902 0.704198 1.13796 0.378717,1.46872 0.563836 1.27552 1.20944,-99.7908,2.18915 0.704299 1.05753 0.379089
2.18915 0.704299 1.05753 0.379089,1.49784 0.528695 1.2621 1.22021,-99.8292,2.18932 0.704397 0.978312 0.3794
2.18932 0.704397 0.978312 0.3794,1.50756 0.520352 1.2524 1.21201,-99.8662,2.18951 0.704492 0.90033 0.379629
2.18951 0.704492 0.90033 0.379629,1.48333 0.521652 1.25576 1.18302,-99.9016,2.18974 0.704582 0.823432 0.379671
2.18974 0.704582 0.823432 0.379671,1.44044 0.547534 1.23092 1.14661,-99.9352,2.18999 0.704668 0.747928 0.379438
2.18999 0.704668 0.747928 0.379438,1.43979 0.512278 1.24208 1.10921,-99.9667,2.19026 0.704748 0.673518 0.379009
2.19026 0.704748 0.673518 0.379009,1.45459 0.510232 1.21277 1.0744,-99.9962,2.19056 0.704823 0.600861 0.378436
2.19056 0.704823 0.600861 0.378436,1.48264 0.495697 1.21137 1.0387,-100.023,2.19088 0.704892 0.53025 0.377828
2.19088 0.704892 0.53025 0.377828,1.49875 0.525595 1.17009 1.02253,-100.048,2.19121 0.704956 0.462503 0.377229
2.19121 0.704956 0.462503 0.377229,1.5199 0.529795 1.15403 1.03876,-100.071,2.19156 0.705014 0.397517 0.376767
2.19156 0.705014 0.397517 0.376767,1.50809 0.529425 1.16159 1.084,-100.091,2.19193 0.705065 0.334266 0.376483
2.19193 0.705065 0.334266 0.376483,1.50952 0.529336 1.17548 1.08901,-100.109,2.1923 0.705111 0.272358 0.376291
2.1923 0.705111 0.272358 0.376291,1.51383 0.567689 1.16541 1.06524,-100.125,2.19269 0.705151 0.212443 0.376146
2.19269 0.705151 0.212443 0.376146,1.5009 0.569567 1.17416 1.05479,-100.139,2.19308 0.705186 0.154196 0.375968
2.19308 0.705186 0.154196 0.375968,1.54038 0.614034 1.16338 1.06436,-100.15,2.19348 0.705214 0.0983331 0.376092
2.19348 0.705214 0.0983331 0.376092,1.54687 0.612103 1.14907 1.0667,-100.159,2.19389 0.705238 0.0447741 0.37618
2.19389 0.705238 0.0447741 0.37618,1.5057 0.624871 1.14413 1.07622,-100.166,2.1943 0.705256 -0.00706277 0.376178
2.1943 0.705256 -0.00706277 0.376178,1.55057 0.619267 1.18216 1.0678,-100.171,2.19471 0.705268 -0.0572445 0.376415
2.19471 0.705268 -0.0572445 0.376415,1.57588 0.65876 1.19913 1.06845,-100.174,2.19513 0.705276 -0.105431 0.376919
2.19513 0.705276 -0.105431 0.376919,1.56993 0.668177 1.20729 1.07912,-100.175,2.19554 0.705279 -0.151966 0.377459
2.19554 0.705279 -0.151966 0.377459,1.60471 0.652917 1.20638 1.10533,-100.175,2.19596 0.705277 -0.197057 0.378112
2.19596 0.705277 -0.197057 0.378112,1.56865 0.663847 1.19591 1.10021,-100.172,2.19638 0.70527 -0.240928 0.378571
2.19638 0.70527 -0.240928 0.378571,1.60417 0.66812 1.21991 1.10698,-100.168,2.1968 0.705259 -0.283583 0.379237
2.1968 0.705259 -0.283583 0.379237,1.57153 0.640445 1.20003 1.09307,-100.162,2.19721 0.705244 -0.325401 0.379524
2.19721 0.705244 -0.325401 0.379524,1.57197 0.639406 1.19243 1.08676,-100.154,2.19763 0.705225 -0.366307 0.379736
2.19763 0.705225 -0.366307 0.379736,1.59998 0.628862 1.2275 1.1197,-100.145,2.19804 0.705201 -0.406905 0.380228
2.19804 0.705201 -0.406905 0.380228,1.5864 0.643461 1.26013 1.10528,-100.134,2.19844 0.705173 -0.447398 0.380747
2.19844 0.705173 -0.447398 0.380747,1.58908 0.651543 1.24151 1.08444,-100.121,2.19885 0.70514 -0.487266 0.381125
2.19885 0.70514 -0.487266 0.381125,1.57042 0.648683 1.22883 1.08422,-100.107,2.19924 0.705104 -0.526645 0.381352
2.19924 0.705104 -0.526645 0.381352,1.54444 0.666012 1.25815 1.04048,-100.091,2.19963 0.705064 -0.565512 0.381481
2.19963 0.705064 -0.565512 0.381481,1.54447 0.694813 1.27824 1.05942,-100.074,2.20002 0.70502 -0.604011 0.381834
2.20002 0.70502 -0.604011 0.381834,1.53978 0.719989 1.24576 1.01844,-100.055,2.2004 0.704973 -0.641177 0.381975
2.2004 0.704973 -0.641177 0.381975,1.54041 0.724294 1.25527 1.00475,-100.035,2.20077 0.704922 -0.677009 0.382107
2.20077 0.704922 -0.677009 0.382107,1.51585 0.706326 1.26587 0.995111,-100.014,2.20114 0.704867 -0.712055 0.382085
2.20114 0.704867 -0.712055 0.382085,1.5353 0.694302 1.28221 0.997394,-99.9909,2.2015 0.70481 -0.746486 0.382154
2.2015 0.70481 -0.746486 0.382154,1.52487 0.685226 1.28027 1.00389,-99.9671,2.20185 0.704749 -0.780596 0.382166
2.20185 0.704749 -0.780596 0.382166,1.54008 0.67941 1.31597 1.01249,-99.942,2.20219 0.704685 -0.814771 0.382364
